epoch;X_out16_loss;X_out4_acc;X_out4_f1_socre;X_out4_loss;X_out4_pixel_error;X_out4_precision;X_out4_sensitivity;X_out4_specificity;X_out8_acc;X_out8_f1_socre;X_out8_loss;X_out8_pixel_error;X_out8_precision;X_out8_sensitivity;X_out8_specificity;fuse_acc;fuse_f1_socre;fuse_loss;fuse_pixel_error;fuse_precision;fuse_sensitivity;fuse_specificity;loss;lr;new1_e_chanel01_loss;new1_e_chanel0_1_loss;new1_e_chanel10_loss;new1_e_chanel11_loss;new1_e_chanel1_1_loss;new1_e_chanel_10_acc;new1_e_chanel_10_f1_socre;new1_e_chanel_10_loss;new1_e_chanel_10_pixel_error;new1_e_chanel_10_precision;new1_e_chanel_10_sensitivity;new1_e_chanel_10_specificity;new1_e_chanel_11_acc;new1_e_chanel_11_f1_socre;new1_e_chanel_11_loss;new1_e_chanel_11_pixel_error;new1_e_chanel_11_precision;new1_e_chanel_11_sensitivity;new1_e_chanel_11_specificity;new1_e_chanel_1_1_loss;val_X_out16_loss;val_X_out4_acc;val_X_out4_f1_socre;val_X_out4_loss;val_X_out4_pixel_error;val_X_out4_precision;val_X_out4_sensitivity;val_X_out4_specificity;val_X_out8_acc;val_X_out8_f1_socre;val_X_out8_loss;val_X_out8_pixel_error;val_X_out8_precision;val_X_out8_sensitivity;val_X_out8_specificity;val_fuse_acc;val_fuse_f1_socre;val_fuse_loss;val_fuse_pixel_error;val_fuse_precision;val_fuse_sensitivity;val_fuse_specificity;val_loss;val_new1_e_chanel01_loss;val_new1_e_chanel0_1_loss;val_new1_e_chanel10_loss;val_new1_e_chanel11_loss;val_new1_e_chanel1_1_loss;val_new1_e_chanel_10_acc;val_new1_e_chanel_10_f1_socre;val_new1_e_chanel_10_loss;val_new1_e_chanel_10_pixel_error;val_new1_e_chanel_10_precision;val_new1_e_chanel_10_sensitivity;val_new1_e_chanel_10_specificity;val_new1_e_chanel_11_acc;val_new1_e_chanel_11_f1_socre;val_new1_e_chanel_11_loss;val_new1_e_chanel_11_pixel_error;val_new1_e_chanel_11_precision;val_new1_e_chanel_11_sensitivity;val_new1_e_chanel_11_specificity;val_new1_e_chanel_1_1_loss
0;0.0166895355785621;0.929200825932705;0.5932871415476413;0.047341189265481316;0.07079917425658919;0.5603193846778258;0.6590901399094437;0.9587716198658771;0.9606803770264026;0.5812896005338724;0.02793882220464435;0.03931962289799569;0.5447983506215587;0.6477751625072941;0.9783973879784021;0.9919522289379306;0.6076276710761153;0.006754664329601186;0.008047770819551627;0.5922472277322546;0.6502481288212807;0.9959687711502959;0.19874153481716608;0.01;0.004507574664624404;0.005321378567336112;0.004499235605746946;0.005321194160241758;0.005292707884630923;0.9936525284805852;0.6020533790117631;0.005277981021179516;0.0063474715484585454;0.585913691089203;0.6488471096687091;0.9966969545995122;0.9947747546860589;0.5924079867773363;0.0044939046604302035;0.005225245350495421;0.5772615772932399;0.6354643652184117;0.9973495222660252;0.0045113680171202635;0.008071601852015059;0.9602891618111095;0.8073728726535547;0.021702423973372867;0.039710837857583996;0.741592126465886;0.8973074219754484;0.9671494740606006;0.9482057428425127;0.22753643960656364;0.010256446447335386;0.05855159948330597;0.13115941110815182;0.898679672727168;0.948649687193782;0.995729600601509;0.8130695670761697;0.0034460068483358405;0.004270399302802249;0.8058978624519755;0.8317805910126759;0.9976851254213052;0.0948085003603718;0.0023789650169290257;0.002752505805601984;0.0023348848104264297;0.002751023790895617;0.0027274968636542165;0.9963069414831901;0.7915243766346916;0.0026893941791376825;0.0036930587596916515;0.7664289303978936;0.8306891773404971;0.997794110429743;0.9968847068281121;0.7828080942559112;0.002314141545759382;0.003115292183558337;0.759793681801994;0.8194293980064288;0.9981706423186214;0.0023695474745539687
1;0.007876290088023213;0.9632199845556775;0.8159227660431055;0.02175790555919721;0.036780015359880534;0.7643833538926638;0.8890335659810661;0.9716212048282036;0.978558983502835;0.8038872499420608;0.012697092489754465;0.021441016519272695;0.7531092510566076;0.8745995624657716;0.9846204820789303;0.9951745062861899;0.7958297595009683;0.0032452661270145474;0.004825493662207444;0.7591819538837881;0.8520585361699089;0.9968970984982717;0.09404555844359103;0.01;0.0022334887309210026;0.002587550180215931;0.002232928375787809;0.0025895343123134382;0.0025839041879105276;0.9961579156113123;0.7838108983339165;0.0025722991827248688;0.003842084565457721;0.7427255572654643;0.8433154976834693;0.9975392607855815;0.9967201819585556;0.7731668539372422;0.002223504110876;0.003279818171732151;0.7312286607235404;0.8337600338077275;0.9979108686138928;0.002238399949055769;0.006732757161167842;0.9702928050619657;0.8482608808520061;0.01880918981773331;0.029707194879190497;0.8162322910431304;0.892656845554628;0.9784396712245836;0.9486470283054914;0.23376222971440014;0.010219985272740446;0.058424351177600725;0.13502716739443157;0.9086092417927387;0.9489849405536235;0.9950233961389364;0.8008862556492696;0.0027930156359949362;0.004976603414272047;0.7431184264642945;0.8797853098866718;0.9963768751894841;0.08069499990460081;0.0019631143016723184;0.0022870452289168643;0.0019698820258066112;0.0022903239711052916;0.0022645657940103246;0.996059049380933;0.7902665472747198;0.002260962894634545;0.00394095087885447;0.732385396859685;0.869159989718531;0.9971825634846921;0.9961003696983629;0.7569465198477761;0.001993213109687178;0.0038996301890863614;0.6777039883078122;0.8701060208140826;0.9970028018039432;0.001973803914523438
2;0.006713662594475231;0.9684805625206746;0.8424079193546984;0.018269291072582034;0.03151943732410498;0.7939647244181228;0.9087400376818449;0.9752434062085836;0.9809535922310954;0.8275608609630607;0.010728255317430414;0.01904640765725598;0.775318289008047;0.8977777592045273;0.9858275400564626;0.9956948748807211;0.8196239378684622;0.0027855996551203028;0.004305125048935447;0.782679877733954;0.8732961489071092;0.9971764080797175;0.08021408498432209;0.01;0.0019320199538956323;0.002229413748470374;0.0019416480091290166;0.002231190545472667;0.0022275802201052004;0.9965360852443942;0.8069113245993503;0.002218486396959041;0.0034639149252403134;0.7644985548291466;0.8653762270000275;0.9977277069152339;0.9970108887077602;0.7957520547856625;0.0019310460883633436;0.002989111118916688;0.7514618060146319;0.8567097202449427;0.998044056023654;0.0019354944683184913;0.006486563004576855;0.969519693929641;0.8456747330603053;0.018380049698034435;0.03048030510633838;0.8043538387681617;0.9009932243921718;0.9764038946459203;0.9457178106724891;0.22649466492276374;0.010728303752483322;0.061529058586968916;0.1299629819095949;0.9181908158656678;0.9459244557091447;0.995593441444668;0.819339823169135;0.002707545731935995;0.004406559508659414;0.7751004921119721;0.8796227893217013;0.9969430022552365;0.07897508158806528;0.0019008750811204027;0.0021936969207841496;0.0018877244637964584;0.002188947448192892;0.0021775138155860816;0.9965154028003984;0.8099410453617899;0.0021694866236579343;0.003484597352674979;0.7664016999182154;0.869334700785048;0.9976298258929956;0.9969101955981854;0.7948438292969772;0.0018842878627487144;0.0030898046168807863;0.745008765315749;0.863027798144218;0.9978620816123942;0.0019021756513624088
3;0.006059550614656504;0.9711830743310316;0.8555269250159101;0.016387813858995008;0.02881692586662202;0.8081938344821172;0.9186072065855071;0.9770752621532739;0.9822072468756413;0.8391343055752487;0.00969514942797934;0.01779275318348577;0.7865745045082203;0.9086629841407654;0.9864968559727635;0.9960010054841322;0.8325436374208891;0.0025236124974948467;0.003998994665522558;0.7957430824725221;0.8840448708681904;0.9973520366471026;0.07258410482490808;0.01;0.0017676943539131588;0.0020335629127869684;0.0017758889614473263;0.0020340912013295776;0.0020333086661481954;0.9967711412394643;0.8200944482693586;0.0020259040039459536;0.0032288586678224022;0.7783203636076064;0.8761550714900873;0.9978640768712075;0.9971943459384215;0.8083487974368789;0.0017662549122909107;0.0028056538999008886;0.7639613929839726;0.867988140089791;0.9981420097269386;0.0017687608938757298;0.005876221156967269;0.9724048266645338;0.864526400833182;0.015432159194297823;0.027595173021717392;0.819261563874659;0.9218321212328197;0.97765262797882;0.9510364296657792;0.24285501159035444;0.008994854448485325;0.05617190344472889;0.14053843979382777;0.922425172563459;0.9512644025145984;0.9958295039791878;0.8290066942165458;0.002520922845035441;0.004170496428448674;0.7865267191428305;0.8824269619307231;0.9971626051136705;0.07104746667678402;0.0018010501897211338;0.002090287602063182;0.0018252453708396512;0.0020937529522722445;0.002064806112424468;0.9963288094828038;0.8057027896326747;0.0020541416428267304;0.0036711910543408273;0.7491226696740083;0.8786357085072929;0.9973662335690253;0.9967720333995714;0.791075186569834;0.001805522404303771;0.0032279659756464067;0.7305715473134661;0.8700032748322669;0.9976773713130117;0.0018001973279612679
4;0.005600348580954838;0.9731490468893427;0.8656805559877825;0.01503622115370695;0.026850953244208525;0.819183068787528;0.9266592166346092;0.9783815383462133;0.9832236075356406;0.848706482837936;0.008952238158883682;0.016776392557648637;0.7965203183039188;0.9168505117249195;0.9871073208206602;0.9962071716752843;0.8418167369144524;0.0023345169918891156;0.0037928287017298104;0.8044067980303712;0.8930188434724783;0.9974554704364063;0.06706101848335592;0.01;0.0016450389619381137;0.001889335829358252;0.0016545505272725421;0.0018898734659640501;0.0018826539450381772;0.9969273212903123;0.8292263063520282;0.0018766483026987424;0.0030726787703981608;0.7866047714085489;0.8854972022187775;0.9979380679901094;0.9973102014356349;0.8171091676382978;0.0016435422807282182;0.0026897986591398887;0.7713808209386546;0.8776148334575535;0.998189606391227;0.0016453973523022386;0.00666856222869981;0.9730810566678073;0.858554530534588;0.018519085517109887;0.02691894349199338;0.8413028305019837;0.8828393229451336;0.9826538646807436;0.949769951997559;0.2351002860732906;0.010505118150940887;0.057207394153632914;0.13571287139313795;0.9081187227058932;0.9501185809328256;0.9963880371526291;0.8417234359298899;0.0027436887185948726;0.003611963163237932;0.8283062917775795;0.8629628905833093;0.9979601272794066;0.07970854252693879;0.0019296113790934993;0.0022377016879734264;0.0019293281768839564;0.002233038099592073;0.0022044205939752825;0.9971329971740805;0.8322284266271226;0.002205767051663181;0.0028670033951040423;0.8212494991679009;0.8510843002405323;0.9984264079664574;0.9975339373278488;0.8228679909162183;0.0019227058714301175;0.0024660622337171452;0.8117899755229715;0.8421548338698559;0.9986507570482994;0.0019163168119180748
5;0.0052826419900355035;0.974369279589907;0.871880101691213;0.014160908788361168;0.02563072058169256;0.8261856045031937;0.9313082299906127;0.9791922560910482;0.9839583017195889;0.8554487349152615;0.008443852830623627;0.016041698297822912;0.804250644077602;0.9217954043480687;0.9875802350908937;0.9963375849144752;0.8478765388642132;0.0022114470074377835;0.003662414902699756;0.8103320876846017;0.898674350668438;0.9975171434032722;0.06344719609058047;0.01;0.0015695270346560758;0.0017966331814737917;0.0015775629288212398;0.0017981438289720669;0.001787740083508188;0.9970197756368214;0.8351288565104272;0.0017825739231208224;0.002980224307603779;0.7921439162716039;0.891131349367357;0.9979786334426817;0.997394583330403;0.8232828719283097;0.0015639244102788634;0.0026054164654155053;0.7773166113690309;0.8832866828328537;0.998232138970883;0.0015692169869127419;0.005327281939874713;0.97311236360034;0.869846616302683;0.014127974654993174;0.026887636584270482;0.8187734055225966;0.9358977684394909;0.9769064956024045;0.9519344265018005;0.25068084775709387;0.009173799428549376;0.05554081287866082;0.1455846504089448;0.9312554907603342;0.9520941262036725;0.9972677034107063;0.8765636604828912;0.0022940901058526105;0.0027322973565951842;0.8874198552689265;0.8717791944090786;0.998746399898998;0.06555440488978813;0.0016111648464021166;0.0018599656456357817;0.0016384951981964434;0.0018841943763916668;0.0018535687952748337;0.9976279845980347;0.8613313007713016;0.001849708340466991;0.0023720160585111185;0.8571461736830206;0.8714262166961295;0.9987500345772081;0.9980221036679107;0.8550418412587681;0.001664140547379491;0.001977896602210287;0.8614557174874133;0.8548594975406355;0.9990492998576556;0.001623210073381922
6;0.005096052808263509;0.9753475894499836;0.8773220397428336;0.013589857701710418;0.024652410734876375;0.8328097974603734;0.9348810543297968;0.979953957236948;0.9845431120273561;0.861346885919513;0.008115045333683998;0.015456887994281207;0.811106970911327;0.9258129413344722;0.9880075783531415;0.9964435053048407;0.8529180154239673;0.00213141448886605;0.003556494763457428;0.8153056103936899;0.9032421554170875;0.99757798943309;0.06110328301314756;0.01;0.0015189514894445454;0.0017338085226089696;0.001526244058182399;0.0017344301463544868;0.0017243643796439347;0.9970970617653743;0.8402961484336975;0.0017210818528167458;0.0029029379778954;0.7973144588486536;0.8959134508698978;0.9980202235585176;0.9974537410507819;0.8283147780242446;0.0015119953864686465;0.0025462588230347996;0.7823888428803891;0.888027139570652;0.9982615885862886;0.001517306463279289;0.005698569179128485;0.9728128425410536;0.871344580008684;0.01461621122825967;0.027187158469978434;0.8308901340257926;0.9260475521856318;0.9780576295539981;0.9524611232384957;0.2503133751675894;0.008958346274925671;0.0547883937298193;0.1456891363293258;0.9198898044114556;0.9527636463199157;0.9969900084649279;0.8671852275810606;0.002456296525472884;0.0030099915344707585;0.8731502658356735;0.8674686748799079;0.998558218231618;0.0690444165866191;0.0017649172328035832;0.002055599168605739;0.0017874743227267308;0.0020520228642329484;0.002018483332655502;0.9975349505090975;0.8561532336343182;0.0020070448226415663;0.002465049197813701;0.8590901562424956;0.8596477659022221;0.9987934266283213;0.9978435277938843;0.8450808835974156;0.0017604696832851238;0.0021564723501091105;0.8471698525336271;0.8497766995527706;0.9989366731357053;0.0017623133288544608
7;0.004876347273124012;0.9764466517591931;0.8820627759287767;0.012943680962339539;0.023553348313134166;0.8382454705816972;0.9379181916771215;0.9807460372672901;0.9850635973363345;0.8653847991218038;0.007742185064604594;0.014936402709040642;0.8150923423128243;0.9295271523538985;0.9883064416255676;0.9965515953426582;0.8570858652745161;0.0020347286125359746;0.0034484046815351703;0.8189914947216446;0.907191201999225;0.9976315723394799;0.058352123513982085;0.01;0.0014536713895361407;0.0016600139515681451;0.0014663035207715853;0.0016606459622379337;0.0016502133103621281;0.9971734182736569;0.8440104845093606;0.0016482779908867033;0.002826581876237667;0.8004308097323847;0.8997008253506066;0.9980560512402521;0.9975185729370872;0.8323442203830481;0.0014521972378339443;0.002481427158580211;0.7859695992404755;0.8919219152184812;0.9982939935506864;0.0014513007036622912;0.0050906183261550265;0.9743185332564057;0.8778957052634714;0.01393334144310354;0.02568146631463884;0.8330400356666637;0.9346740376753885;0.9784030844930742;0.9459779714626041;0.23424702238067577;0.010734364986063434;0.06173500117586284;0.13435646645480492;0.9446917892479506;0.9459687188674843;0.9957774899696392;0.8369455100734378;0.002290081385778097;0.0042225103908944605;0.7767612834771475;0.9157590576371208;0.9967437177407937;0.06602628326038397;0.0015608033568266658;0.0017736584577366552;0.0015564993342493717;0.0017720034978992772;0.0017782387341012608;0.9967064594636198;0.8293768426596793;0.0017955567390807298;0.0032935406346891274;0.7705234609666418;0.9058832216295388;0.9975298858405462;0.9971900235759756;0.8200847297744022;0.0015618052008401799;0.0028099767715965025;0.7608658910286231;0.8972855095003472;0.9979246301077754;0.0015685794220288963
8;0.004580727409459213;0.9775695711560762;0.887539947091226;0.01216302114663227;0.022430428989073395;0.8439437106191066;0.9426803872316042;0.9814221832183158;0.9856947450864925;0.870985711162576;0.007291903634372525;0.014305254965537695;0.8208608578418253;0.9342393989915597;0.9886609356970104;0.9967016114708315;0.8629492086308976;0.0019120674812892877;0.0032983886388486235;0.8247732391287754;0.9126409932343669;0.9977093704900724;0.05488508320508439;0.01;0.001373056810962709;0.0015642082675483104;0.0013840777341015094;0.0015648305636898744;0.0015518092641563042;0.9972818605694574;0.8497594341986032;0.0015503849058023781;0.002718139497020675;0.8054132433575926;0.9058124734357296;0.9981039215261059;0.9976076587973979;0.8381333318908698;0.0013701172142641129;0.002392341216757006;0.7910561534897987;0.8980393692539664;0.9983339304695457;0.001370271455740131;0.004919937623046399;0.9778974272188593;0.8888781550640616;0.013713929434294196;0.022102572880443594;0.8619967332466053;0.9234441036083659;0.9836051210353934;0.9497567163464802;0.2448651018445609;0.009489337986340248;0.057835154899502875;0.1417086173744638;0.9339916835635738;0.9498740025231096;0.9965917790848049;0.8602002247760856;0.0020763442096329806;0.0034082209123820965;0.8264345679126802;0.9037436599858472;0.9977103044100798;0.06177853802320817;0.0015094647478998738;0.0017203605498635412;0.0015127899144794892;0.0017219389628091767;0.0017143957126194674;0.9974008422405993;0.8553924522113279;0.0017120666450973858;0.0025991575599748173;0.8306051196296358;0.8887232216573804;0.9983861594903665;0.9977623444763037;0.8467286402084788;0.0015000957752753458;0.0022376551119446223;0.8220858169057982;0.8800463725227475;0.9986267282663147;0.001500778675607926
9;0.004628189885968764;0.9775518903602815;0.8883159813554816;0.012214193567490489;0.022448109665829104;0.8453298266670422;0.9428690476470335;0.9814682174196772;0.9856927832098026;0.8719641506494479;0.007342567684295013;0.014307216672254453;0.8230100782134033;0.9339970367962952;0.9887325817944393;0.9966935541003944;0.863726780293786;0.0019383502467073706;0.003306445879397781;0.8270709542707527;0.9118219610534702;0.9977262930565606;0.05546358152140815;0.01;0.0013939047909425706;0.0015846958887290998;0.0014026695449210352;0.001585284299288355;0.0015754721430959473;0.9972643988345824;0.8502708916099688;0.0015740587732859597;0.0027356007716011605;0.8070535957677477;0.9052304390655617;0.9981052451286967;0.9975991605169812;0.8387308744718756;0.0013879863668818798;0.0024008392469059094;0.7928939851649397;0.8973620859847803;0.998340032231177;0.0013910561111845912;0.006143842749405764;0.9781952415007711;0.8773171485284639;0.01737174071063659;0.021804758664691323;0.8887182781605121;0.8760015423506335;0.9885230357203979;0.9539184598974842;0.24666842501305167;0.009421698710387522;0.05280689324603462;0.1439931225886599;0.8986042846747435;0.9543731614540183;0.9973464254473077;0.8739031821000771;0.002477537677249594;0.002653574680752187;0.8986932131110644;0.8599800036090319;0.9989132106955586;0.07207882846578385;0.0016794801269363652;0.0019138010360680322;0.0016699890196792953;0.0019064406508220743;0.0019240332290404486;0.9977228623921754;0.8593541507675349;0.001931960849910095;0.0022771374106555983;0.8720481541313109;0.8566639038057275;0.9989374706328241;0.9980349096769844;0.8502210430108784;0.0016676601089421722;0.001965090114602196;0.8623713869866126;0.8482056104583167;0.9990771147722755;0.0016728045213277936
